B,repeat,stream_index,k,start_minus_fire,end_minus_fire,t_iter_observed,injection_ttft
4,0,0,2,-0.438335666898638,0.1328241580631584,0.5711598249617964,2.070686330087483
4,0,0,3,0.1328241580631584,0.14771633001510054,0.014892171951942146,2.070686330087483
4,0,0,4,0.14771633001510054,0.7078868590760976,0.5601705290609971,2.070686330087483
4,0,0,5,0.7078868590760976,1.3680089220870286,0.660122063010931,2.070686330087483
4,0,0,6,1.3680089220870286,2.0709996190853417,0.7029906969983131,2.070686330087483
4,0,1,2,-0.43846352596301585,0.1322714160196483,0.5707349419826642,2.070686330087483
4,0,1,3,0.1322714160196483,0.14721259707584977,0.014941181056201458,2.070686330087483
4,0,1,4,0.14721259707584977,0.7077367440797389,0.5605241470038891,2.070686330087483
4,0,1,5,0.7077367440797389,1.3678476430941373,0.6601108990143985,2.070686330087483
4,0,1,6,1.3678476430941373,2.0711816010298207,0.7033339579356834,2.070686330087483
4,0,2,1,0.14765077410265803,0.7076011380413547,0.5599503639386967,2.070686330087483
4,0,2,2,0.7076011380413547,1.3677182480460033,0.6601171100046486,2.070686330087483
4,0,2,3,1.3677182480460033,2.070895409095101,0.7031771610490978,2.070686330087483
4,0,3,1,0.13273662503343076,0.147298802039586,0.014562177006155252,2.070686330087483
4,0,3,2,0.147298802039586,0.7078093350864947,0.5605105330469087,2.070686330087483
4,0,3,3,0.7078093350864947,1.3679206219967455,0.6601112869102508,2.070686330087483
4,0,3,4,1.3679206219967455,2.0710981000447646,0.7031774780480191,2.070686330087483
4,1,0,1,0.13985789893195033,0.6963813789188862,0.5565234799869359,2.0545628790277988
4,1,0,2,0.6963813789188862,1.3594194089528173,0.6630380300339311,2.0545628790277988
4,1,0,3,1.3594194089528173,2.053049003938213,0.6936295949853957,2.0545628790277988
4,1,0,4,2.053049003938213,2.055413171998225,0.0023641680600121617,2.0545628790277988
4,1,1,1,-0.44357692799530923,0.125018497928977,0.5685954259242862,2.0545628790277988
4,1,1,2,0.125018497928977,0.13991553394589573,0.014897036016918719,2.0545628790277988
4,1,1,3,0.13991553394589573,0.6964782120194286,0.5565626780735329,2.0545628790277988
4,1,1,4,0.6964782120194286,1.3594886140199378,0.6630104020005092,2.0545628790277988
4,1,1,5,1.3594886140199378,2.052846094011329,0.6933574799913913,2.0545628790277988
4,1,1,6,2.052846094011329,2.0554726999253035,0.0026266059139743447,2.0545628790277988
4,1,2,1,0.12531899602618068,0.13998724496923387,0.014668248943053186,2.0545628790277988
4,1,2,2,0.13998724496923387,0.6965467819245532,0.5565595369553193,2.0545628790277988
4,1,2,3,0.6965467819245532,1.3595516260247678,0.6630048441002145,2.0545628790277988
4,1,2,4,1.3595516260247678,2.052923208917491,0.6933715828927234,2.0545628790277988
4,1,2,5,2.052923208917491,2.0555296989623457,0.0026064900448545814,2.0545628790277988
4,1,3,1,-0.44399283605162054,0.12483942694962025,0.5688322630012408,2.0545628790277988
4,1,3,2,0.12483942694962025,0.13956224895082414,0.014722822001203895,2.0545628790277988
4,1,3,3,0.13956224895082414,0.6962125250138342,0.5566502760630101,2.0545628790277988
4,1,3,4,0.6962125250138342,1.3592761419713497,0.6630636169575155,2.0545628790277988
4,1,3,5,1.3592761419713497,2.0529878749512136,0.6937117329798639,2.0545628790277988
4,1,3,6,2.0529878749512136,2.055326608940959,0.0023387339897453785,2.0545628790277988
4,2,0,1,0.1352148789446801,0.15021765499841422,0.015002776053734124,2.0659578730119392
4,2,0,2,0.15021765499841422,0.7091647350462154,0.5589470800478011,2.0659578730119392
4,2,0,3,0.7091647350462154,1.3703645119676366,0.6611997769214213,2.0659578730119392
4,2,0,4,1.3703645119676366,2.064389233943075,0.6940247219754383,2.0659578730119392
4,2,0,5,2.064389233943075,2.066841944004409,0.0024527100613340735,2.0659578730119392
4,2,1,1,0.15055131202097982,0.7089261489454657,0.5583748369244859,2.0659578730119392
4,2,1,2,0.7089261489454657,1.3701388789340854,0.6612127299886197,2.0659578730119392
4,2,1,3,1.3701388789340854,2.0645481089595705,0.6944092300254852,2.0659578730119392
4,2,1,4,2.0645481089595705,2.0667041819542646,0.0021560729946941137,2.0659578730119392
4,2,2,2,-0.43658646405674517,0.13529859704431146,0.5718850611010566,2.0659578730119392
4,2,2,3,0.13529859704431146,0.15027455403469503,0.014975956990383565,2.0659578730119392
4,2,2,4,0.15027455403469503,0.7092283510137349,0.5589537969790399,2.0659578730119392
4,2,2,5,0.7092283510137349,1.3704384439624846,0.6612100929487497,2.0659578730119392
4,2,2,6,1.3704384439624846,2.0644818620057777,0.6940434180432931,2.0659578730119392
4,2,2,7,2.0644818620057777,2.0669009289704263,0.002419066964648664,2.0659578730119392
4,2,3,2,-0.43668250599876046,0.13486137194558978,0.5715438779443502,2.0659578730119392
4,2,3,3,0.13486137194558978,0.15013952599838376,0.01527815405279398,2.0659578730119392
4,2,3,4,0.15013952599838376,0.7090809890069067,0.558941463008523,2.0659578730119392
4,2,3,5,0.7090809890069067,1.3702881319914013,0.6612071429844946,2.0659578730119392
4,2,3,6,1.3702881319914013,2.0646121989702806,0.6943240669788793,2.0659578730119392
4,2,3,7,2.0646121989702806,2.066782239940949,0.0021700409706681967,2.0659578730119392
4,3,0,1,0.12209064199123532,0.13626623095478863,0.01417558896355331,2.054504369967617
4,3,0,2,0.13626623095478863,0.6934118339559063,0.5571456030011177,2.054504369967617
4,3,0,3,0.6934118339559063,1.357429797993973,0.6640179640380666,2.054504369967617
4,3,0,4,1.357429797993973,2.053071539965458,0.6956417419714853,2.054504369967617
4,3,0,5,2.053071539965458,2.0570049070520326,0.003933367086574435,2.054504369967617
4,3,1,1,-0.44432163902092725,0.1217960009817034,0.5661176400026307,2.054504369967617
4,3,1,2,0.1217960009817034,0.1363971879472956,0.014601186965592206,2.054504369967617
4,3,1,3,0.1363971879472956,0.6936280919471756,0.55723090399988,2.054504369967617
4,3,1,4,0.6936280919471756,1.3576514429878443,0.6640233510406688,2.054504369967617
4,3,1,5,1.3576514429878443,2.0530130269471556,0.6953615839593112,2.054504369967617
4,3,1,6,2.0530130269471556,2.0571538360090926,0.004140809061937034,2.054504369967617
4,3,2,1,-0.4447407010011375,0.12168011395260692,0.5664208149537444,2.054504369967617
4,3,2,2,0.12168011395260692,0.13634527300018817,0.014665159047581255,2.054504369967617
4,3,2,3,0.13634527300018817,0.6935466009890661,0.5572013279888779,2.054504369967617
4,3,2,4,0.6935466009890661,1.3575713760219514,0.6640247750328854,2.054504369967617
4,3,2,5,1.3575713760219514,2.05284048197791,0.6952691059559584,2.054504369967617
4,3,2,6,2.05284048197791,2.05709336604923,0.004252884071320295,2.054504369967617
4,3,3,1,0.13667105103377253,0.6937388059450313,0.5570677549112588,2.054504369967617
4,3,3,2,0.6937388059450313,1.3577132859500125,0.6639744800049812,2.054504369967617
4,3,3,3,1.3577132859500125,2.0529491290217265,0.695235843071714,2.054504369967617
4,3,3,4,2.0529491290217265,2.057209996972233,0.004260867950506508,2.054504369967617
4,4,0,1,0.14569512894377112,0.7037198710022494,0.5580247420584783,2.0794232949847355
4,4,0,2,0.7037198710022494,1.365858823992312,0.6621389529900625,2.0794232949847355
4,4,0,3,1.365858823992312,2.075015399022959,0.7091565750306472,2.0794232949847355
4,4,0,4,2.075015399022959,2.0805820010136813,0.00556660199072212,2.0794232949847355
4,4,1,1,0.13145008101128042,0.1454022149555385,0.013952133944258094,2.0794232949847355
4,4,1,2,0.1454022149555385,0.7035422589397058,0.5581400439841673,2.0794232949847355
4,4,1,3,0.7035422589397058,1.3657095819944516,0.6621673230547458,2.0794232949847355
4,4,1,4,1.3657095819944516,2.074935238924809,0.7092256569303572,2.0794232949847355
4,4,1,5,2.074935238924809,2.0797584919491783,0.004823253024369478,2.0794232949847355
4,4,2,2,-0.438507757964544,0.13105775997973979,0.5695655179442838,2.0794232949847355
4,4,2,3,0.13105775997973979,0.14575156196951866,0.014693801989778876,2.0794232949847355
4,4,2,4,0.14575156196951866,0.7037914670072496,0.5580399050377309,2.0794232949847355
4,4,2,5,0.7037914670072496,1.3659421260235831,0.6621506590163335,2.0794232949847355
4,4,2,6,1.3659421260235831,2.0750790809979662,0.7091369549743831,2.0794232949847355
4,4,2,7,2.0750790809979662,2.0806551319546998,0.005576050956733525,2.0794232949847355
4,4,3,1,-0.4381402899743989,0.1311816789675504,0.5693219689419493,2.0794232949847355
4,4,3,2,0.1311816789675504,0.14580348902381957,0.014621810056269169,2.0794232949847355
4,4,3,3,0.14580348902381957,0.7038532899459824,0.5580498009221628,2.0794232949847355
4,4,3,4,0.7038532899459824,1.3660042940173298,0.6621510040713474,2.0794232949847355
4,4,3,5,1.3660042940173298,2.0751398670254275,0.7091355730080977,2.0794232949847355
