n,ttft
64,0.029592409962788224
128,0.024169184966012836
256,0.0289674811065197
512,0.04353608191013336
1024,0.07979855383746326
2048,0.14455585298128426
4096,0.2788221319206059
8192,0.5887153740040958
16384,1.2440884460229427
