n,ttft
64,0.03093010000884533
64,0.023504088050685823
64,0.022537005017511547
64,0.022657194989733398
64,0.022319747949950397
64,0.023061037994921207
64,0.022845069994218647
64,0.024131308076903224
64,0.027330664917826653
64,0.022803539992310107
128,0.024312947993166745
128,0.025387409958057106
128,0.02420425193849951
128,0.024371753097511828
128,0.024319667019881308
128,0.025499808019958436
128,0.023972506984137
128,0.023835008963942528
128,0.029137260047718883
128,0.023952684947289526
256,0.029656391008757055
256,0.029444670071825385
256,0.0295583390397951
256,0.029373785015195608
256,0.0307893370045349
256,0.0295572099275887
256,0.029671977972611785
256,0.030807876959443092
256,0.03477807005401701
256,0.029394259094260633
512,0.04747636697720736
512,0.055408056010492146
512,0.04838968103285879
512,0.04637547000311315
512,0.04761344694998115
512,0.046397157944738865
512,0.0464395210146904
512,0.04637335892766714
512,0.05225734203122556
512,0.04654968495015055
1024,0.07894974702503532
1024,0.07909016392659396
1024,0.07893086003605276
1024,0.07937828300055116
1024,0.07905653596390039
1024,0.07924522599205375
1024,0.07917884003836662
1024,0.08069575193803757
1024,0.08561752596870065
1024,0.0797285350272432
2048,0.14760824700351804
2048,0.14765913307201117
2048,0.1476282459916547
2048,0.14756861003115773
2048,0.14678229996934533
2048,0.14701575611252338
2048,0.14715865103062242
2048,0.1462109179701656
2048,0.15375629102345556
2048,0.14704637008253485
4096,0.28439611999783665
4096,0.2849240619689226
4096,0.2925694090081379
4096,0.28638341289479285
4096,0.28585628198925406
4096,0.28911956399679184
4096,0.2883634129539132
4096,0.2864073460223153
4096,0.2936978560173884
4096,0.28655457496643066
8192,0.5886397080030292
8192,0.5868588249431923
8192,0.5914433558937162
8192,0.5847066610585898
8192,0.5863458029925823
8192,0.5868127649882808
8192,0.5900892260251567
8192,0.5885855059605092
8192,0.5953902509063482
8192,0.591808320954442
12000,0.8940317740198225
12000,0.8860818370012566
12000,0.8917865690309554
12000,0.8887423200067133
12000,0.8889578059315681
12000,0.8877333289710805
12000,0.8930301209911704
12000,0.893770847003907
12000,0.900827398058027
12000,0.8919307329924777
16000,1.2458711839281023
16000,1.2376425709808245
16000,1.2378030490363017
16000,1.2336354790022597
16000,1.23593724204693
16000,1.2419608260970563
16000,1.2413986989995465
16000,1.2381596199702471
16000,1.2448798849945888
16000,1.2432878069812432
24000,1.9466918860562146
24000,1.9469670429825783
24000,1.9450598859693855
24000,1.939525056979619
24000,1.9445122020551935
24000,1.939845890039578
24000,1.9368517030961812
24000,1.9447771139675751
24000,1.9479522879701108
24000,1.937240328057669
